Country,Year,Coffee_Type,Metric,ValueCoffee
Belgium/Luxembourg,2018,Domestic Consumption,Domestic Consumption,1200000.0
Zimbabwe,2019,Domestic Consumption,Domestic Consumption,1200000.0
Poland,1990,Domestic Consumption,Domestic Consumption,11400000.0
Bulgaria,1991,Domestic Consumption,Domestic Consumption,11400000.0
Central African Republic,1992,Domestic Consumption,Domestic Consumption,12000000.0
Togo,1993,Domestic Consumption,Domestic Consumption,12000000.0
Burundi,1994,Domestic Consumption,Domestic Consumption,12000000.0
Guyana,1995,Domestic Consumption,Domestic Consumption,12000000.0
Slovenia,1996,Domestic Consumption,Domestic Consumption,12000000.0
Tunisia,1997,Domestic Consumption,Domestic Consumption,12000000.0
Haiti,1998,Domestic Consumption,Domestic Consumption,12000000.0
Ireland,1999,Domestic Consumption,Domestic Consumption,12000000.0
Latvia,2000,Domestic Consumption,Domestic Consumption,12000000.0
Slovakia,2001,Domestic Consumption,Domestic Consumption,12000000.0
Gabon,2002,Domestic Consumption,Domestic Consumption,13200000.0
Guinea,2003,Domestic Consumption,Domestic Consumption,13200000.0
Thailand,2004,Domestic Consumption,Domestic Consumption,13200000.0
Norway,2005,Domestic Consumption,Domestic Consumption,13200000.0
France,2006,Domestic Consumption,Domestic Consumption,13200000.0
Dominican Republic,2007,Domestic Consumption,Domestic Consumption,13200000.0
Luxembourg,2008,Domestic Consumption,Domestic Consumption,15000000.0
Belgium,2009,Domestic Consumption,Domestic Consumption,15000000.0
Japan,2010,Domestic Consumption,Domestic Consumption,15000000.0
Yemen,2011,Domestic Consumption,Domestic Consumption,15000000.0
Spain,2012,Domestic Consumption,Domestic Consumption,15000000.0
Papua New Guinea,2013,Domestic Consumption,Domestic Consumption,15000000.0
Venezuela,2014,Domestic Consumption,Domestic Consumption,15000000.0
Congo,2015,Domestic Consumption,Domestic Consumption,15000000.0
Ghana,2016,Domestic Consumption,Domestic Consumption,15000000.0
Denmark,2017,Domestic Consumption,Domestic Consumption,15000000.0
Romania,2018,Domestic Consumption,Domestic Consumption,15000000.0
Colombia,2019,Domestic Consumption,Domestic Consumption,15000000.0
Panama,1990,Domestic Consumption,Domestic Consumption,60000.0
Bolivia,1991,Domestic Consumption,Domestic Consumption,60000.0
Tanzania,1992,Domestic Consumption,Domestic Consumption,60000.0
Nepal,1993,Domestic Consumption,Domestic Consumption,60000.0
Russian Federation,1994,Domestic Consumption,Domestic Consumption,60000.0
Zambia,1995,Domestic Consumption,Domestic Consumption,60000.0
Portugal,1996,Domestic Consumption,Domestic Consumption,60000.0
Costa Rica,1997,Domestic Consumption,Domestic Consumption,180000.0
Paraguay,1998,Domestic Consumption,Domestic Consumption,180000.0
Lao Peoples Democratic Republic,1999,Domestic Consumption,Domestic Consumption,120000.0
Finland,2000,Domestic Consumption,Domestic Consumption,120000.0
Rwanda,2001,Domestic Consumption,Domestic Consumption,120000.0
Liberia,2002,Domestic Consumption,Domestic Consumption,19980.0
Guatemala,2003,Domestic Consumption,Domestic Consumption,19980.0
Angola,2004,Domestic Consumption,Domestic Consumption,60000.0
Uganda,2005,Domestic Consumption,Domestic Consumption,60000.0
Italy,2006,Domestic Consumption,Domestic Consumption,60000.0
Brazil,2007,Domestic Consumption,Domestic Consumption,60000.0
Democratic Republic of Congo,2008,Domestic Consumption,Domestic Consumption,60000.0
Netherlands,2009,Domestic Consumption,Domestic Consumption,60000.0
United States of America,2010,Domestic Consumption,Domestic Consumption,60000.0
Cameroon,2011,Domestic Consumption,Domestic Consumption,60000.0
Madagascar,2012,Domestic Consumption,Domestic Consumption,60000.0
Sri Lanka,2013,Domestic Consumption,Domestic Consumption,60000.0
Indonesia,2014,Domestic Consumption,Domestic Consumption,60000.0
Jamaica,2006,Domestic Consumption,Domestic Consumption,22679880.0
Philippines,2007,Domestic Consumption,Domestic Consumption,22680000.0
Germany,2008,Domestic Consumption,Domestic Consumption,22680000.0
Cuba,2009,Domestic Consumption,Domestic Consumption,22680000.0
Lithuania,2010,Domestic Consumption,Domestic Consumption,22680000.0
Hungary,2011,Domestic Consumption,Domestic Consumption,22680000.0
Cyprus,2012,Domestic Consumption,Domestic Consumption,22680000.0
Malawi,2013,Domestic Consumption,Domestic Consumption,22999980.0
Switzerland,2014,Domestic Consumption,Domestic Consumption,23280000.0
Estonia,2015,Domestic Consumption,Domestic Consumption,23280000.0
Ecuador,2016,Domestic Consumption,Domestic Consumption,23400000.0
Nigeria,2017,Domestic Consumption,Domestic Consumption,23400000.0
El Salvador,2018,Domestic Consumption,Domestic Consumption,23400000.0
Malta,2019,Domestic Consumption,Domestic Consumption,22620000.0
Ethiopia,1990,Domestic Consumption,Domestic Consumption,13200000.0
United Kingdom,1991,Domestic Consumption,Domestic Consumption,19800000.0
Mexico,1992,Domestic Consumption,Domestic Consumption,19800000.0
Sierra Leone,1993,Domestic Consumption,Domestic Consumption,19800000.0
Sweden,1994,Domestic Consumption,Domestic Consumption,19800000.0
Honduras,1995,Domestic Consumption,Domestic Consumption,19800000.0
Viet Nam,1996,Domestic Consumption,Domestic Consumption,19800000.0
Nicaragua,1997,Domestic Consumption,Domestic Consumption,19800000.0
Kenya,1998,Domestic Consumption,Domestic Consumption,19800000.0
Unspecified EU stocks,1999,Domestic Consumption,Domestic Consumption,20400000.0
Peru,2000,Domestic Consumption,Domestic Consumption,20400000.0
Czechia,2001,Domestic Consumption,Domestic Consumption,20400000.0
India,2002,Domestic Consumption,Domestic Consumption,20400000.0
Côte d Ivoire,2003,Domestic Consumption,Domestic Consumption,20400000.0
Croatia,2004,Domestic Consumption,Domestic Consumption,20400000.0
Austria,2005,Domestic Consumption,Domestic Consumption,20400000.0
Greece,2006,Domestic Consumption,Domestic Consumption,20400000.0
Timor-Leste,2007,Domestic Consumption,Domestic Consumption,20400000.0
Equatorial Guinea,2008,Domestic Consumption,Domestic Consumption,20400000.0
Trinidad & Tobago,2009,Domestic Consumption,Domestic Consumption,20400000.0
Belgium/Luxembourg,2010,Domestic Consumption,Domestic Consumption,20400000.0
Zimbabwe,2011,Domestic Consumption,Domestic Consumption,20400000.0
Poland,2012,Domestic Consumption,Domestic Consumption,20400000.0
Bulgaria,2013,Domestic Consumption,Domestic Consumption,20400000.0
Central African Republic,2014,Domestic Consumption,Domestic Consumption,20400000.0
Togo,2015,Domestic Consumption,Domestic Consumption,20400000.0
Burundi,2016,Domestic Consumption,Domestic Consumption,20400000.0
Guyana,2017,Domestic Consumption,Domestic Consumption,20400000.0
Slovenia,2018,Domestic Consumption,Domestic Consumption,20700000.0
Tunisia,2019,Domestic Consumption,Domestic Consumption,20700000.0
Haiti,1990,Domestic Consumption,Domestic Consumption,43200000.0
Ireland,1991,Domestic Consumption,Domestic Consumption,45000000.0
Latvia,1992,Domestic Consumption,Domestic Consumption,45000000.0
Slovakia,1993,Domestic Consumption,Domestic Consumption,46200000.0
Gabon,1994,Domestic Consumption,Domestic Consumption,47400000.0
Guinea,1995,Domestic Consumption,Domestic Consumption,48600000.0
Thailand,1996,Domestic Consumption,Domestic Consumption,49860000.0
Norway,1997,Domestic Consumption,Domestic Consumption,51180000.0
France,1998,Domestic Consumption,Domestic Consumption,48600000.0
Dominican Republic,1999,Domestic Consumption,Domestic Consumption,51720000.0
Luxembourg,2000,Domestic Consumption,Domestic Consumption,49200000.0
Belgium,2001,Domestic Consumption,Domestic Consumption,49260000.0
Japan,2002,Domestic Consumption,Domestic Consumption,49740000.0
Yemen,2003,Domestic Consumption,Domestic Consumption,55020000.0
Spain,2004,Domestic Consumption,Domestic Consumption,61200000.0
Papua New Guinea,2005,Domestic Consumption,Domestic Consumption,62400000.0
Venezuela,2006,Domestic Consumption,Domestic Consumption,63600000.0
Congo,2007,Domestic Consumption,Domestic Consumption,63600000.0
Ghana,2008,Domestic Consumption,Domestic Consumption,103200000.0
Denmark,2009,Domestic Consumption,Domestic Consumption,109200000.0
Romania,2010,Domestic Consumption,Domestic Consumption,127500000.0
Colombia,2011,Domestic Consumption,Domestic Consumption,130500000.0
Panama,2012,Domestic Consumption,Domestic Consumption,139500000.0
Bolivia,2013,Domestic Consumption,Domestic Consumption,153000000.0
Tanzania,2014,Domestic Consumption,Domestic Consumption,168000000.0
Nepal,2015,Domestic Consumption,Domestic Consumption,180000000.0
Russian Federation,2016,Domestic Consumption,Domestic Consumption,181800000.0
Zambia,2017,Domestic Consumption,Domestic Consumption,190800000.0
Portugal,2018,Domestic Consumption,Domestic Consumption,198000000.0
Costa Rica,2019,Domestic Consumption,Domestic Consumption,195000000.0
Paraguay,1990,Domestic Consumption,Domestic Consumption,240000.0
Lao Peoples Democratic Republic,1991,Domestic Consumption,Domestic Consumption,210000.0
Finland,1992,Domestic Consumption,Domestic Consumption,1152000.0
Rwanda,1993,Domestic Consumption,Domestic Consumption,1050000.0
Liberia,1994,Domestic Consumption,Domestic Consumption,1050000.0
Guatemala,1995,Domestic Consumption,Domestic Consumption,816000.0
Angola,1996,Domestic Consumption,Domestic Consumption,996000.0
Uganda,1997,Domestic Consumption,Domestic Consumption,1020000.0
Italy,1998,Domestic Consumption,Domestic Consumption,1020000.0
Brazil,1999,Domestic Consumption,Domestic Consumption,840000.0
Democratic Republic of Congo,2000,Domestic Consumption,Domestic Consumption,900000.0
Netherlands,2001,Domestic Consumption,Domestic Consumption,900000.0
United States of America,2002,Domestic Consumption,Domestic Consumption,900000.0
Cameroon,2003,Domestic Consumption,Domestic Consumption,1620000.0
Madagascar,2004,Domestic Consumption,Domestic Consumption,2220000.0
Sri Lanka,2005,Domestic Consumption,Domestic Consumption,2820000.0
Indonesia,2006,Domestic Consumption,Domestic Consumption,2820000.0
Jamaica,2007,Domestic Consumption,Domestic Consumption,2820000.0
Philippines,2008,Domestic Consumption,Domestic Consumption,2820000.0
Germany,2009,Domestic Consumption,Domestic Consumption,2820000.0
Cuba,2010,Domestic Consumption,Domestic Consumption,2820000.0
Lithuania,2011,Domestic Consumption,Domestic Consumption,3537000.0
Hungary,2012,Domestic Consumption,Domestic Consumption,4302000.0
Cyprus,2013,Domestic Consumption,Domestic Consumption,4408020.0
Malawi,2014,Domestic Consumption,Domestic Consumption,4603020.0
Switzerland,2015,Domestic Consumption,Domestic Consumption,5523000.0
Estonia,2016,Domestic Consumption,Domestic Consumption,5478000.0
Ecuador,2017,Domestic Consumption,Domestic Consumption,5500020.0
Nigeria,2018,Domestic Consumption,Domestic Consumption,5520000.0
El Salvador,2016,Export,Export,1560000.0
Malta,2017,Export,Export,2100000.0
Ethiopia,2018,Export,Export,1620000.0
United Kingdom,2019,Export,Export,2820000.0
Mexico,1990,Export,Export,1140000.0
Sierra Leone,1991,Export,Export,1320000.0
Sweden,1992,Export,Export,900000.0
Honduras,1993,Export,Export,840000.0
Viet Nam,1994,Export,Export,2820000.0
Nicaragua,1995,Export,Export,1320000.0
Kenya,1996,Export,Export,720000.0
Unspecified EU stocks,1997,Export,Export,1260000.0
Peru,1998,Export,Export,1620000.0
Czechia,1999,Export,Export,1020000.0
India,2000,Export,Export,120000.0
Côte d Ivoire,2001,Export,Export,240000.0
Croatia,2002,Export,Export,180000.0
Austria,2003,Export,Export,360000.0
Greece,2004,Export,Export,420000.0
Timor-Leste,2005,Export,Export,180000.0
Equatorial Guinea,2006,Export,Export,420000.0
Trinidad & Tobago,2007,Export,Export,240000.0
Belgium/Luxembourg,2008,Export,Export,120000.0
Zimbabwe,2009,Export,Export,60000.0
Poland,2010,Export,Export,120000.0
Bulgaria,2011,Export,Export,120000.0
Central African Republic,2012,Export,Export,
Togo,2013,Export,Export,
Burundi,2014,Export,Export,120000.0
Guyana,2015,Export,Export,
Slovenia,2016,Export,Export,60000.0
Tunisia,2017,Export,Export,120000.0
Haiti,2018,Export,Export,120000.0
Ireland,2019,Export,Export,60000.0
Latvia,1990,Export,Export,61140000.0
Slovakia,1991,Export,Export,52260000.0
Gabon,1992,Export,Export,49680000.0
Guinea,1993,Export,Export,62220000.0
Thailand,1994,Export,Export,37920000.0
Norway,1995,Export,Export,44700000.0
France,1996,Export,Export,58200000.0
Dominican Republic,1997,Export,Export,39300000.0
Luxembourg,1998,Export,Export,44520000.0
Belgium,1999,Export,Export,38580000.0
Japan,2000,Export,Export,44400000.0
Yemen,2001,Export,Export,51960000.0
Spain,2002,Export,Export,29760000.0
Papua New Guinea,2003,Export,Export,52980000.0
Venezuela,2004,Export,Export,33180000.0
Congo,2005,Export,Export,42720000.0
Ghana,2006,Export,Export,43920000.0
Denmark,2007,Export,Export,48420000.0
Romania,2008,Export,Export,49080000.0
Colombia,2009,Export,Export,69420000.0
Panama,2010,Export,Export,33360000.0
Bolivia,2011,Export,Export,47880000.0
Tanzania,2012,Export,Export,45360000.0
Nepal,2013,Export,Export,56100000.0
Russian Federation,2014,Export,Export,43080000.0
Zambia,2015,Export,Export,42540000.0
Portugal,2016,Export,Export,54300000.0
Costa Rica,2017,Export,Export,39840000.0
Paraguay,2018,Export,Export,51360000.0
Lao Peoples Democratic Republic,2019,Export,Export,64140000.0
Finland,1990,Export,Export,60060000.0
Rwanda,1991,Export,Export,32460000.0
Liberia,1992,Export,Export,69840000.0
Guatemala,1993,Export,Export,58920000.0
Angola,1994,Export,Export,68160000.0
Uganda,1995,Export,Export,72600000.0
Italy,1996,Export,Export,52380000.0
Brazil,1997,Export,Export,63960000.0
Democratic Republic of Congo,1998,Export,Export,46680000.0
Netherlands,1999,Export,Export,29580000.0
United States of America,2000,Export,Export,58200000.0
Cameroon,2001,Export,Export,68880000.0
Madagascar,2002,Export,Export,15180000.0
Sri Lanka,2003,Export,Export,10860000.0
Indonesia,2004,Export,Export,25200000.0
Jamaica,2005,Export,Export,22500000.0
Philippines,2006,Export,Export,32400000.0
Germany,2007,Export,Export,21900000.0
Cuba,2008,Export,Export,10500000.0
Lithuania,2009,Export,Export,11100000.0
Hungary,2010,Export,Export,22200000.0
Cyprus,2011,Export,Export,14580000.0
Malawi,2012,Export,Export,21000000.0
Switzerland,2013,Export,Export,2940000.0
Estonia,2014,Export,Export,1620000.0
Ecuador,2015,Export,Export,34680000.0
Nigeria,2016,Export,Export,7860000.0
El Salvador,2017,Export,Export,8460000.0
Malta,2018,Export,Export,15480000.0
Ethiopia,2019,Export,Export,10440000.0
United Kingdom,1990,Export,Export,
Mexico,1991,Export,Export,
Sierra Leone,1992,Export,Export,
Sweden,1993,Export,Export,
Honduras,1994,Export,Export,
Viet Nam,1995,Export,Export,
Nicaragua,1996,Export,Export,
Kenya,1997,Export,Export,
Unspecified EU stocks,1998,Export,Export,
Peru,1999,Export,Export,
Czechia,2000,Export,Export,60000.0
India,2001,Export,Export,1920000.0
Côte d Ivoire,2002,Export,Export,1800000.0
Croatia,2003,Export,Export,2760000.0
Austria,2004,Export,Export,1320000.0
Greece,2005,Export,Export,1080000.0
Timor-Leste,2006,Export,Export,2940000.0
Equatorial Guinea,2007,Export,Export,1860000.0
Trinidad & Tobago,2008,Export,Export,3000000.0
Belgium/Luxembourg,2009,Export,Export,2580000.0
Zimbabwe,2010,Export,Export,4080000.0
Poland,2011,Export,Export,2340000.0
Bulgaria,2012,Export,Export,3360000.0
Central African Republic,2013,Export,Export,4200000.0
Togo,2014,Export,Export,6660000.0
Burundi,2015,Export,Export,4080000.0
Guyana,2016,Export,Export,4080000.0
Slovenia,2017,Export,Export,5160000.0
Tunisia,2018,Export,Export,7740000.0
Haiti,2019,Export,Export,7020000.0
Ireland,1990,Export,Export,14340000.0
Latvia,1991,Export,Export,9300000.0
Slovakia,1992,Export,Export,18780000.0
Gabon,1993,Export,Export,13080000.0
Guinea,1994,Export,Export,9960000.0
Thailand,1995,Export,Export,12000000.0
Norway,1996,Export,Export,5100000.0
France,1997,Export,Export,18780000.0
Dominican Republic,1998,Export,Export,9960000.0
Luxembourg,1999,Export,Export,19260000.0
Belgium,2000,Export,Export,16980000.0
Japan,2001,Export,Export,11580000.0
Yemen,2002,Export,Export,6000000.0
Spain,2003,Export,Export,4320000.0
Papua New Guinea,2004,Export,Export,8940000.0
Venezuela,2005,Export,Export,9840000.0
Congo,2006,Export,Export,7080000.0
Ghana,2007,Export,Export,9300000.0
Denmark,2008,Export,Export,7260000.0
Romania,2009,Export,Export,9120000.0
Colombia,2010,Export,Export,11880000.0
Panama,2011,Export,Export,9300000.0
Bolivia,2012,Export,Export,8820000.0
Tanzania,2013,Export,Export,5460000.0
Nepal,2014,Export,Export,8040000.0
Russian Federation,2015,Export,Export,10680000.0
Zambia,2016,Export,Export,4500000.0
Portugal,2017,Export,Export,1620000.0
Costa Rica,2018,Export,Export,6660000.0
Paraguay,2019,Export,Export,3480000.0
Lao Peoples Democratic Republic,1990,Export,Export,1800000.0
Finland,1991,Export,Export,480000.0
Rwanda,1992,Export,Export,120000.0
Liberia,1993,Export,Export,600000.0
Guatemala,1994,Export,Export,300000.0
Angola,1995,Export,Export,240000.0
Uganda,1990,Export,Export,5040000.0
Italy,1991,Export,Export,4260000.0
Brazil,1992,Export,Export,4800000.0
Democratic Republic of Congo,1993,Export,Export,2340000.0
Netherlands,1994,Export,Export,480000.0
United States of America,1995,Export,Export,2460000.0
Cameroon,1996,Export,Export,3120000.0
Madagascar,1997,Export,Export,3000000.0
Sri Lanka,1998,Export,Export,3240000.0
Indonesia,1999,Export,Export,3000000.0
Jamaica,2000,Export,Export,1320000.0
Philippines,2001,Export,Export,840000.0
Germany,2002,Export,Export,540000.0
Cuba,2003,Export,Export,1020000.0
Lithuania,2004,Export,Export,360000.0
Hungary,2005,Export,Export,300000.0
Cyprus,2006,Export,Export,300000.0
Malawi,2007,Export,Export,240000.0
Switzerland,2008,Export,Export,360000.0
Estonia,2009,Export,Export,420000.0
Ecuador,2010,Export,Export,240000.0
Nigeria,2011,Export,Export,480000.0
El Salvador,2012,Export,Export,480000.0
Malta,2013,Export,Export,360000.0
Ethiopia,2014,Export,Export,540000.0
United Kingdom,2015,Export,Export,660000.0
Mexico,2016,Export,Export,660000.0
Sierra Leone,2017,Export,Export,540000.0
Sweden,2018,Export,Export,540000.0
Honduras,2019,Export,Export,1380000.0
Viet Nam,1990,Export,Export,9360000.0
Nicaragua,1991,Export,Export,4440000.0
Kenya,1992,Export,Export,5760000.0
Unspecified EU stocks,1993,Export,Export,2820000.0
Peru,1994,Export,Export,5040000.0
Czechia,1995,Export,Export,5640000.0
India,1996,Export,Export,7380000.0
Côte d Ivoire,1997,Export,Export,6660000.0
Croatia,1998,Export,Export,5820000.0
Austria,1999,Export,Export,7440000.0
Greece,2000,Export,Export,6360000.0
Timor-Leste,2001,Export,Export,4200000.0
Equatorial Guinea,2002,Export,Export,4740000.0
Trinidad & Tobago,2003,Export,Export,4380000.0
Belgium/Luxembourg,2004,Export,Export,5580000.0
Zimbabwe,2005,Export,Export,5040000.0
Poland,2006,Export,Export,5580000.0
Bulgaria,2007,Export,Export,5040000.0
Central African Republic,2008,Export,Export,4080000.0
Togo,2009,Export,Export,4980000.0
Burundi,2010,Export,Export,4680000.0
Guyana,2011,Export,Export,4440000.0
Slovenia,2012,Export,Export,3780000.0
Tunisia,2013,Export,Export,3300000.0
Haiti,2014,Export,Export,3720000.0
Ireland,2015,Export,Export,1800000.0
Latvia,2016,Export,Export,1320000.0
Slovakia,2017,Export,Export,1560000.0
Gabon,2018,Export,Export,1320000.0
Guinea,2019,Export,Export,1200000.0
Thailand,1990,Export,Export,1016160000.0
Norway,1991,Export,Export,1270980000.0
France,1992,Export,Export,1127460000.0
Dominican Republic,1993,Export,Export,1070280000.0
Luxembourg,1994,Export,Export,1036380000.0
Belgium,1995,Export,Export,868080000.0
Japan,1996,Export,Export,915060000.0
Yemen,1997,Export,Export,1008060000.0
Spain,1998,Export,Export,1088640000.0
Papua New Guinea,1999,Export,Export,1388940000.0
Venezuela,2000,Export,Export,1080960000.0
Congo,2001,Export,Export,1390320000.0
Ghana,2002,Export,Export,1678920000.0
Denmark,2003,Export,Export,1542660000.0
Romania,2004,Export,Export,1588680000.0
Colombia,2005,Export,Export,1571880000.0
Panama,2006,Export,Export,1642140000.0
Bolivia,2007,Export,Export,1691040000.0
Tanzania,2008,Export,Export,1770600000.0
Nepal,2009,Export,Export,1822680000.0
Russian Federation,2010,Export,Export,1990020000.0
Zambia,2011,Export,Export,2028360000.0
Portugal,2012,Export,Export,1712940000.0
Costa Rica,2013,Export,Export,1899060000.0
Paraguay,2014,Export,Export,-2147483648.0
Lao Peoples Democratic Republic,2015,Export,Export,-2147483648.0
Finland,2016,Export,Export,2056140000.0
Rwanda,2017,Export,Export,1855500000.0
Liberia,2018,Export,Export,2138220000.0
Guatemala,2019,Export,Export,-2147483648.0
Angola,1990,Export,Export,35100000.0
Uganda,1991,Export,Export,41280000.0
Italy,1992,Export,Export,38760000.0
Brazil,1993,Export,Export,25080000.0
Democratic Republic of Congo,1994,Export,Export,30480000.0
Netherlands,1995,Export,Export,31680000.0
United States of America,1996,Export,Export,13440000.0
Cameroon,1997,Export,Export,31740000.0
Madagascar,1998,Export,Export,22440000.0
Sri Lanka,1999,Export,Export,24540000.0
Indonesia,2000,Export,Export,26640000.0
Jamaica,2001,Export,Export,18180000.0
Philippines,2002,Export,Export,17340000.0
Germany,2003,Export,Export,28560000.0
Cuba,2004,Export,Export,20340000.0
Lithuania,2005,Export,Export,22260000.0
Hungary,2006,Export,Export,16860000.0
Cyprus,2007,Export,Export,21360000.0
Malawi,2008,Export,Export,15060000.0
Switzerland,2009,Export,Export,17340000.0
Estonia,2010,Export,Export,18420000.0
Ecuador,2011,Export,Export,13080000.0
Nigeria,2012,Export,Export,23520000.0
El Salvador,2013,Export,Export,11700000.0
Malta,2014,Export,Export,15120000.0
Ethiopia,2015,Export,Export,13800000.0
United Kingdom,2016,Export,Export,12240000.0
Mexico,2017,Export,Export,10140000.0
Sierra Leone,2018,Export,Export,12120000.0
Sweden,2019,Export,Export,17580000.0
Honduras,1990,Export,Export,156660000.0
Viet Nam,1991,Export,Export,105120000.0
Nicaragua,1992,Export,Export,98760000.0
Kenya,1993,Export,Export,42300000.0
Unspecified EU stocks,1994,Export,Export,32760000.0
Peru,1995,Export,Export,24420000.0
Czechia,1996,Export,Export,33840000.0
India,1997,Export,Export,82080000.0
Côte d Ivoire,1998,Export,Export,44760000.0
Croatia,1999,Export,Export,69240000.0
Austria,2000,Export,Export,72300000.0
Greece,2001,Export,Export,67500000.0
Timor-Leste,2002,Export,Export,38400000.0
Equatorial Guinea,2003,Export,Export,48840000.0
Trinidad & Tobago,2004,Export,Export,44040000.0
Belgium/Luxembourg,2005,Export,Export,42240000.0
Zimbabwe,2006,Export,Export,44340000.0
Poland,2007,Export,Export,43260000.0
Bulgaria,2008,Export,Export,31620000.0
Central African Republic,2009,Export,Export,37080000.0
Togo,2010,Export,Export,47640000.0
Burundi,2011,Export,Export,29400000.0
Guyana,2012,Export,Export,37320000.0
Slovenia,2013,Export,Export,16320000.0
Tunisia,2014,Export,Export,22500000.0
Haiti,2015,Export,Export,23400000.0
Ireland,2016,Export,Export,16860000.0
Latvia,2017,Export,Export,14700000.0
Slovakia,2018,Export,Export,17220000.0
Gabon,2019,Export,Export,15000000.0
Guinea,1990,Production,Production,30000000.0
Thailand,1991,Production,Production,47400000.0
Norway,1992,Production,Production,46800000.0
France,1993,Production,Production,19800000.0
Dominican Republic,1994,Production,Production,46200000.0
Luxembourg,1995,Production,Production,37200000.0
Belgium,1996,Production,Production,42600000.0
Japan,1997,Production,Production,38400000.0
Yemen,1998,Production,Production,51000000.0
Spain,1999,Production,Production,33000000.0
Papua New Guinea,2000,Production,Production,30000000.0
Venezuela,2001,Production,Production,12600000.0
Congo,2002,Production,Production,34200000.0
Ghana,2003,Production,Production,22800000.0
Denmark,2004,Production,Production,9000000.0
Romania,2005,Production,Production,15000000.0
Colombia,2006,Production,Production,21000000.0
Panama,2007,Production,Production,21600000.0
Bolivia,2008,Production,Production,22800000.0
Tanzania,2009,Production,Production,7800000.0
Nepal,2010,Production,Production,21000000.0
Russian Federation,2011,Production,Production,17400000.0
Zambia,2012,Production,Production,19800000.0
Portugal,2013,Production,Production,21000000.0
Costa Rica,2014,Production,Production,23400000.0
Paraguay,2015,Production,Production,24600000.0
Lao Peoples Democratic Republic,2016,Production,Production,27000000.0
Finland,2017,Production,Production,21000000.0
Rwanda,2018,Production,Production,25200000.0
Liberia,2019,Production,Production,31200000.0
Guatemala,1990,Production,Production,73800000.0
Angola,1991,Production,Production,62400000.0
Uganda,1992,Production,Production,72000000.0
Italy,1993,Production,Production,30600000.0
Brazil,1994,Production,Production,70200000.0
Democratic Republic of Congo,1995,Production,Production,85200000.0
Netherlands,1996,Production,Production,75000000.0
United States of America,1997,Production,Production,84600000.0
Cameroon,1998,Production,Production,82800000.0
Madagascar,1999,Production,Production,94800000.0
Sri Lanka,2000,Production,Production,88800000.0
Indonesia,2001,Production,Production,56400000.0
Jamaica,2002,Production,Production,76200000.0
Philippines,2003,Production,Production,61800000.0
Germany,2004,Production,Production,93000000.0
Cuba,2005,Production,Production,66000000.0
Lithuania,2006,Production,Production,87600000.0
Hungary,2007,Production,Production,69600000.0
Cyprus,2008,Production,Production,72000000.0
Malawi,2009,Production,Production,76800000.0
Switzerland,2010,Production,Production,70200000.0
Estonia,2011,Production,Production,79200000.0
Ecuador,2012,Production,Production,63000000.0
Nigeria,2013,Production,Production,72000000.0
El Salvador,2014,Production,Production,60000000.0
Malta,2015,Production,Production,50400000.0
Ethiopia,2016,Production,Production,46800000.0
United Kingdom,2017,Production,Production,50400000.0
Mexico,2018,Production,Production,49800000.0
Sierra Leone,2019,Production,Production,48600000.0
Sweden,1990,Production,Production,16371600384.0
Honduras,1991,Production,Production,16375799808.0
Viet Nam,1992,Production,Production,20761800704.0
Nicaragua,1993,Production,Production,16900200448.0
Kenya,1994,Production,Production,16915200000.0
Unspecified EU stocks,1995,Production,Production,10835999744.0
Peru,1996,Production,Production,17518200832.0
Czechia,1997,Production,Production,15688800256.0
India,1998,Production,Production,22056599552.0
Côte d Ivoire,1999,Production,Production,28546799616.0
Croatia,2000,Production,Production,18786000896.0
Austria,2001,Production,Production,18819000320.0
Greece,2002,Production,Production,29011200000.0
Timor-Leste,2003,Production,Production,17323800576.0
Equatorial Guinea,2004,Production,Production,23568599040.0
Trinidad & Tobago,2005,Production,Production,19759800320.0
Belgium/Luxembourg,2006,Production,Production,29059198976.0
Zimbabwe,2007,Production,Production,23346599936.0
Poland,2008,Production,Production,30894600192.0
Bulgaria,2009,Production,Production,26386200576.0
Central African Republic,2010,Production,Production,33256800256.0
Togo,2011,Production,Production,29155201024.0
Burundi,2012,Production,Production,33250799616.0
Guyana,2013,Production,Production,32813400064.0
Slovenia,2014,Production,Production,31982999552.0
Tunisia,2015,Production,Production,31722600448.0
Haiti,2016,Production,Production,34072799232.0
Ireland,2017,Production,Production,31644000256.0
Latvia,2018,Production,Production,39078600704.0
Slovakia,2019,Production,Production,34926600192.0
Gabon,1990,Production,Production,292200000.0
Guinea,1991,Production,Production,400200000.0
Thailand,1992,Production,Production,372000000.0
Norway,1993,Production,Production,235800000.0
France,1994,Production,Production,398400000.0
Dominican Republic,1995,Production,Production,260400000.0
Luxembourg,1996,Production,Production,240600000.0
Belgium,1997,Production,Production,150000000.0
Japan,1998,Production,Production,295200000.0
Yemen,1999,Production,Production,210600000.0
Spain,2000,Production,Production,292200000.0
Papua New Guinea,2001,Production,Production,86400000.0
Venezuela,2002,Production,Production,272400000.0
Congo,2003,Production,Production,202800000.0
Ghana,2004,Production,Production,262200000.0
Denmark,2005,Production,Production,61800000.0
Romania,2006,Production,Production,298800000.0
Colombia,2007,Production,Production,79800000.0
Panama,2008,Production,Production,247200000.0
Bolivia,2009,Production,Production,67200000.0
Tanzania,2010,Production,Production,211800000.0
